[2023-08-16 19:17:05][__main__.py][L41][INFO]dataset:
  name: fc_large
  batch_size: 16
  train_set: 0.9
  test_set: 0.1
  fc_path: /mnt/ssd1/mehul_data/research/fc_large_data.npy
  node_sz: 400
  node_feature_sz: 400
  num_classes: 2
  perc_edges: 100
  node: fc
model:
  name: GAT
  num_layers: 2
  hidden_size: 64
  dropout: 0.5
  readout: mean
optimizer:
- name: Adam
  lr: 0.0001
  match_rule: None
  except_rule: None
  no_weight_decay: false
  weight_decay: 0.0001
  lr_scheduler:
    mode: poly
    base_lr: 0.0001
    target_lr: 1.0e-05
    decay_factor: 0.1
    milestones:
    - 0.3
    - 0.6
    - 0.9
    poly_power: 2.0
    lr_decay: 0.98
    warm_up_from: 0.0
    warm_up_steps: 0
training:
  name: Train
  epochs: 100
  l2: 0.0
log_path: result
repeat_time: 1
device: cuda:0
is_wandb: true
project: asd-graph

[2023-08-16 19:17:05][__init__.py][L15][INFO]cfg.dataset.name: fc_large
[2023-08-16 19:17:13][optimizer.py][L66][INFO]Parameters [normal] length [12]
[2023-08-16 19:17:13][__init__.py][L25][INFO]Training: Train
[2023-08-16 19:17:13][Train.py][L35][INFO]#model params: 1668609
[2023-08-16 19:17:15][Train.py][L163][INFO]Epoch[1/100] | Train Loss: 0.706 | Train Accuracy: 51.096% | Test Loss: 0.695 | Test Accuracy: 53.659% | Test AUC:0.6547 | Test Sen:0.2667 | Test Spe:0.8649 | Test F1:0.5366 | Test Recall:0.5366 | Test Precision:0.5366 | Best Test Accuracy: 53.659% | Best Test AUC:0.6547 | Best Test Sensitivity:0.2667 | Best Test Specificity:0.8649 | LR:0.0000982
[2023-08-16 19:17:17][Train.py][L163][INFO]Epoch[2/100] | Train Loss: 0.665 | Train Accuracy: 60.822% | Test Loss: 0.680 | Test Accuracy: 58.537% | Test AUC:0.6847 | Test Sen:0.3778 | Test Spe:0.8378 | Test F1:0.5854 | Test Recall:0.5854 | Test Precision:0.5854 | Best Test Accuracy: 58.537% | Best Test AUC:0.6847 | Best Test Sensitivity:0.3778 | Best Test Specificity:0.8378 | LR:0.0000964
[2023-08-16 19:17:19][Train.py][L163][INFO]Epoch[3/100] | Train Loss: 0.632 | Train Accuracy: 65.753% | Test Loss: 0.656 | Test Accuracy: 67.073% | Test AUC:0.7009 | Test Sen:0.5556 | Test Spe:0.8108 | Test F1:0.6707 | Test Recall:0.6707 | Test Precision:0.6707 | Best Test Accuracy: 67.073% | Best Test AUC:0.7009 | Best Test Sensitivity:0.5556 | Best Test Specificity:0.8108 | LR:0.0000947
[2023-08-16 19:17:20][Train.py][L163][INFO]Epoch[4/100] | Train Loss: 0.609 | Train Accuracy: 66.164% | Test Loss: 0.675 | Test Accuracy: 63.415% | Test AUC:0.6979 | Test Sen:0.4889 | Test Spe:0.8108 | Test F1:0.6341 | Test Recall:0.6341 | Test Precision:0.6341 | Best Test Accuracy: 67.073% | Best Test AUC:0.7009 | Best Test Sensitivity:0.5556 | Best Test Specificity:0.8108 | LR:0.0000929
[2023-08-16 19:17:22][Train.py][L163][INFO]Epoch[5/100] | Train Loss: 0.572 | Train Accuracy: 70.685% | Test Loss: 0.633 | Test Accuracy: 69.512% | Test AUC:0.7195 | Test Sen:0.7111 | Test Spe:0.6757 | Test F1:0.6951 | Test Recall:0.6951 | Test Precision:0.6951 | Best Test Accuracy: 69.512% | Best Test AUC:0.7195 | Best Test Sensitivity:0.7111 | Best Test Specificity:0.6757 | LR:0.0000912
[2023-08-16 19:17:24][Train.py][L163][INFO]Epoch[6/100] | Train Loss: 0.536 | Train Accuracy: 74.932% | Test Loss: 0.683 | Test Accuracy: 58.537% | Test AUC:0.6913 | Test Sen:0.4667 | Test Spe:0.7297 | Test F1:0.5854 | Test Recall:0.5854 | Test Precision:0.5854 | Best Test Accuracy: 69.512% | Best Test AUC:0.7195 | Best Test Sensitivity:0.7111 | Best Test Specificity:0.6757 | LR:0.0000895
[2023-08-16 19:17:26][Train.py][L163][INFO]Epoch[7/100] | Train Loss: 0.516 | Train Accuracy: 75.205% | Test Loss: 0.663 | Test Accuracy: 64.634% | Test AUC:0.7063 | Test Sen:0.5778 | Test Spe:0.7297 | Test F1:0.6463 | Test Recall:0.6463 | Test Precision:0.6463 | Best Test Accuracy: 69.512% | Best Test AUC:0.7195 | Best Test Sensitivity:0.7111 | Best Test Specificity:0.6757 | LR:0.0000878
[2023-08-16 19:17:28][Train.py][L163][INFO]Epoch[8/100] | Train Loss: 0.481 | Train Accuracy: 78.219% | Test Loss: 0.669 | Test Accuracy: 64.634% | Test AUC:0.7117 | Test Sen:0.7556 | Test Spe:0.5135 | Test F1:0.6463 | Test Recall:0.6463 | Test Precision:0.6463 | Best Test Accuracy: 69.512% | Best Test AUC:0.7195 | Best Test Sensitivity:0.7111 | Best Test Specificity:0.6757 | LR:0.0000862
[2023-08-16 19:17:30][Train.py][L163][INFO]Epoch[9/100] | Train Loss: 0.457 | Train Accuracy: 79.041% | Test Loss: 0.713 | Test Accuracy: 69.512% | Test AUC:0.7117 | Test Sen:0.6444 | Test Spe:0.7568 | Test F1:0.6951 | Test Recall:0.6951 | Test Precision:0.6951 | Best Test Accuracy: 69.512% | Best Test AUC:0.7195 | Best Test Sensitivity:0.7111 | Best Test Specificity:0.6757 | LR:0.0000845
[2023-08-16 19:17:32][Train.py][L163][INFO]Epoch[10/100] | Train Loss: 0.411 | Train Accuracy: 83.288% | Test Loss: 0.726 | Test Accuracy: 70.732% | Test AUC:0.7123 | Test Sen:0.6222 | Test Spe:0.8108 | Test F1:0.7073 | Test Recall:0.7073 | Test Precision:0.7073 | Best Test Accuracy: 70.732% | Best Test AUC:0.7123 | Best Test Sensitivity:0.6222 | Best Test Specificity:0.8108 | LR:0.0000829
[2023-08-16 19:17:34][Train.py][L163][INFO]Epoch[11/100] | Train Loss: 0.383 | Train Accuracy: 83.151% | Test Loss: 0.804 | Test Accuracy: 68.293% | Test AUC:0.7099 | Test Sen:0.5333 | Test Spe:0.8649 | Test F1:0.6829 | Test Recall:0.6829 | Test Precision:0.6829 | Best Test Accuracy: 70.732% | Best Test AUC:0.7123 | Best Test Sensitivity:0.6222 | Best Test Specificity:0.8108 | LR:0.0000813
[2023-08-16 19:17:36][Train.py][L163][INFO]Epoch[12/100] | Train Loss: 0.350 | Train Accuracy: 84.384% | Test Loss: 0.819 | Test Accuracy: 67.073% | Test AUC:0.7039 | Test Sen:0.6444 | Test Spe:0.7027 | Test F1:0.6707 | Test Recall:0.6707 | Test Precision:0.6707 | Best Test Accuracy: 70.732% | Best Test AUC:0.7123 | Best Test Sensitivity:0.6222 | Best Test Specificity:0.8108 | LR:0.0000797
[2023-08-16 19:17:38][Train.py][L163][INFO]Epoch[13/100] | Train Loss: 0.321 | Train Accuracy: 87.123% | Test Loss: 0.823 | Test Accuracy: 69.512% | Test AUC:0.7033 | Test Sen:0.6667 | Test Spe:0.7297 | Test F1:0.6951 | Test Recall:0.6951 | Test Precision:0.6951 | Best Test Accuracy: 70.732% | Best Test AUC:0.7123 | Best Test Sensitivity:0.6222 | Best Test Specificity:0.8108 | LR:0.0000781
[2023-08-16 19:17:40][Train.py][L163][INFO]Epoch[14/100] | Train Loss: 0.303 | Train Accuracy: 87.808% | Test Loss: 0.856 | Test Accuracy: 68.293% | Test AUC:0.7033 | Test Sen:0.6667 | Test Spe:0.7027 | Test F1:0.6829 | Test Recall:0.6829 | Test Precision:0.6829 | Best Test Accuracy: 70.732% | Best Test AUC:0.7123 | Best Test Sensitivity:0.6222 | Best Test Specificity:0.8108 | LR:0.0000766
[2023-08-16 19:17:42][Train.py][L163][INFO]Epoch[15/100] | Train Loss: 0.278 | Train Accuracy: 89.315% | Test Loss: 0.862 | Test Accuracy: 69.512% | Test AUC:0.7129 | Test Sen:0.6889 | Test Spe:0.7027 | Test F1:0.6951 | Test Recall:0.6951 | Test Precision:0.6951 | Best Test Accuracy: 70.732% | Best Test AUC:0.7123 | Best Test Sensitivity:0.6222 | Best Test Specificity:0.8108 | LR:0.0000750
[2023-08-16 19:17:44][Train.py][L163][INFO]Epoch[16/100] | Train Loss: 0.258 | Train Accuracy: 90.548% | Test Loss: 1.015 | Test Accuracy: 71.951% | Test AUC:0.7063 | Test Sen:0.6222 | Test Spe:0.8378 | Test F1:0.7195 | Test Recall:0.7195 | Test Precision:0.7195 | Best Test Accuracy: 71.951% | Best Test AUC:0.7063 | Best Test Sensitivity:0.6222 | Best Test Specificity:0.8378 | LR:0.0000735
[2023-08-16 19:17:46][Train.py][L163][INFO]Epoch[17/100] | Train Loss: 0.229 | Train Accuracy: 91.507% | Test Loss: 0.950 | Test Accuracy: 71.951% | Test AUC:0.7075 | Test Sen:0.6889 | Test Spe:0.7568 | Test F1:0.7195 | Test Recall:0.7195 | Test Precision:0.7195 | Best Test Accuracy: 71.951% | Best Test AUC:0.7063 | Best Test Sensitivity:0.6222 | Best Test Specificity:0.8378 | LR:0.0000720
[2023-08-16 19:17:48][Train.py][L163][INFO]Epoch[18/100] | Train Loss: 0.208 | Train Accuracy: 93.151% | Test Loss: 1.069 | Test Accuracy: 67.073% | Test AUC:0.6991 | Test Sen:0.6000 | Test Spe:0.7568 | Test F1:0.6707 | Test Recall:0.6707 | Test Precision:0.6707 | Best Test Accuracy: 71.951% | Best Test AUC:0.7063 | Best Test Sensitivity:0.6222 | Best Test Specificity:0.8378 | LR:0.0000705
