[2023-08-16 20:23:52][__main__.py][L41][INFO]dataset:
  name: fc_large
  batch_size: 16
  train_set: 0.9
  test_set: 0.1
  fc_path: /mnt/ssd1/mehul_data/research/fc_large_data.npy
  node_sz: 400
  node_feature_sz: 400
  num_classes: 2
  perc_edges: 100
  node: fc
model:
  name: GCN
  num_layers: 2
  hidden_size: 64
  dropout: 0.5
  readout: mean
optimizer:
- name: Adam
  lr: 0.0001
  match_rule: None
  except_rule: None
  no_weight_decay: false
  weight_decay: 0.0001
  lr_scheduler:
    mode: poly
    base_lr: 0.0001
    target_lr: 1.0e-05
    decay_factor: 0.1
    milestones:
    - 0.3
    - 0.6
    - 0.9
    poly_power: 2.0
    lr_decay: 0.98
    warm_up_from: 0.0
    warm_up_steps: 0
training:
  name: Train
  epochs: 100
  l2: 0.0
log_path: result
repeat_time: 4
device: cuda:0
is_wandb: true
project: asd-graph

[2023-08-16 20:23:52][__init__.py][L15][INFO]cfg.dataset.name: fc_large
[2023-08-16 20:24:00][optimizer.py][L66][INFO]Parameters [normal] length [8]
[2023-08-16 20:24:00][__init__.py][L25][INFO]Training: Train
[2023-08-16 20:24:00][Train.py][L35][INFO]#model params: 1668353
[2023-08-16 20:24:01][Train.py][L163][INFO]Epoch[1/100] | Train Loss: 0.724 | Train Accuracy: 49.315% | Test Loss: 0.656 | Test Accuracy: 63.415% | Test AUC:0.6847 | Test Sen:0.8000 | Test Spe:0.4324 | Test F1:0.6341 | Test Recall:0.6341 | Test Precision:0.6341 | Best Test Accuracy: 63.415% | Best Test AUC:0.6847 | Best Test Sensitivity:0.8000 | Best Test Specificity:0.4324 | LR:0.0000982
[2023-08-16 20:24:03][Train.py][L163][INFO]Epoch[2/100] | Train Loss: 0.657 | Train Accuracy: 57.808% | Test Loss: 0.668 | Test Accuracy: 54.878% | Test AUC:0.7526 | Test Sen:1.0000 | Test Spe:0.0000 | Test F1:0.5488 | Test Recall:0.5488 | Test Precision:0.5488 | Best Test Accuracy: 63.415% | Best Test AUC:0.6847 | Best Test Sensitivity:0.8000 | Best Test Specificity:0.4324 | LR:0.0000964
[2023-08-16 20:24:04][Train.py][L163][INFO]Epoch[3/100] | Train Loss: 0.618 | Train Accuracy: 66.438% | Test Loss: 0.658 | Test Accuracy: 60.976% | Test AUC:0.7063 | Test Sen:0.4000 | Test Spe:0.8649 | Test F1:0.6098 | Test Recall:0.6098 | Test Precision:0.6098 | Best Test Accuracy: 63.415% | Best Test AUC:0.6847 | Best Test Sensitivity:0.8000 | Best Test Specificity:0.4324 | LR:0.0000947
[2023-08-16 20:24:06][Train.py][L163][INFO]Epoch[4/100] | Train Loss: 0.572 | Train Accuracy: 73.151% | Test Loss: 0.663 | Test Accuracy: 59.756% | Test AUC:0.7141 | Test Sen:0.4222 | Test Spe:0.8108 | Test F1:0.5976 | Test Recall:0.5976 | Test Precision:0.5976 | Best Test Accuracy: 63.415% | Best Test AUC:0.6847 | Best Test Sensitivity:0.8000 | Best Test Specificity:0.4324 | LR:0.0000929
[2023-08-16 20:24:07][Train.py][L163][INFO]Epoch[5/100] | Train Loss: 0.530 | Train Accuracy: 75.205% | Test Loss: 0.681 | Test Accuracy: 56.098% | Test AUC:0.6985 | Test Sen:0.3556 | Test Spe:0.8108 | Test F1:0.5610 | Test Recall:0.5610 | Test Precision:0.5610 | Best Test Accuracy: 63.415% | Best Test AUC:0.6847 | Best Test Sensitivity:0.8000 | Best Test Specificity:0.4324 | LR:0.0000912
[2023-08-16 20:24:08][Train.py][L163][INFO]Epoch[6/100] | Train Loss: 0.515 | Train Accuracy: 76.986% | Test Loss: 0.637 | Test Accuracy: 64.634% | Test AUC:0.7201 | Test Sen:0.5778 | Test Spe:0.7297 | Test F1:0.6463 | Test Recall:0.6463 | Test Precision:0.6463 | Best Test Accuracy: 64.634% | Best Test AUC:0.7201 | Best Test Sensitivity:0.5778 | Best Test Specificity:0.7297 | LR:0.0000895
[2023-08-16 20:24:10][Train.py][L163][INFO]Epoch[7/100] | Train Loss: 0.465 | Train Accuracy: 81.370% | Test Loss: 0.645 | Test Accuracy: 59.756% | Test AUC:0.7279 | Test Sen:0.4444 | Test Spe:0.7838 | Test F1:0.5976 | Test Recall:0.5976 | Test Precision:0.5976 | Best Test Accuracy: 64.634% | Best Test AUC:0.7201 | Best Test Sensitivity:0.5778 | Best Test Specificity:0.7297 | LR:0.0000878
[2023-08-16 20:24:11][Train.py][L163][INFO]Epoch[8/100] | Train Loss: 0.433 | Train Accuracy: 81.781% | Test Loss: 0.636 | Test Accuracy: 63.415% | Test AUC:0.7147 | Test Sen:0.6889 | Test Spe:0.5676 | Test F1:0.6341 | Test Recall:0.6341 | Test Precision:0.6341 | Best Test Accuracy: 64.634% | Best Test AUC:0.7201 | Best Test Sensitivity:0.5778 | Best Test Specificity:0.7297 | LR:0.0000862
[2023-08-16 20:24:13][Train.py][L163][INFO]Epoch[9/100] | Train Loss: 0.416 | Train Accuracy: 80.685% | Test Loss: 0.893 | Test Accuracy: 56.098% | Test AUC:0.7021 | Test Sen:0.2667 | Test Spe:0.9189 | Test F1:0.5610 | Test Recall:0.5610 | Test Precision:0.5610 | Best Test Accuracy: 64.634% | Best Test AUC:0.7201 | Best Test Sensitivity:0.5778 | Best Test Specificity:0.7297 | LR:0.0000845
[2023-08-16 20:24:14][Train.py][L163][INFO]Epoch[10/100] | Train Loss: 0.372 | Train Accuracy: 85.068% | Test Loss: 0.784 | Test Accuracy: 58.537% | Test AUC:0.6955 | Test Sen:0.4000 | Test Spe:0.8108 | Test F1:0.5854 | Test Recall:0.5854 | Test Precision:0.5854 | Best Test Accuracy: 64.634% | Best Test AUC:0.7201 | Best Test Sensitivity:0.5778 | Best Test Specificity:0.7297 | LR:0.0000829
[2023-08-16 20:24:16][Train.py][L163][INFO]Epoch[11/100] | Train Loss: 0.355 | Train Accuracy: 86.575% | Test Loss: 0.645 | Test Accuracy: 65.854% | Test AUC:0.7141 | Test Sen:0.7556 | Test Spe:0.5405 | Test F1:0.6585 | Test Recall:0.6585 | Test Precision:0.6585 | Best Test Accuracy: 65.854% | Best Test AUC:0.7141 | Best Test Sensitivity:0.7556 | Best Test Specificity:0.5405 | LR:0.0000813
[2023-08-16 20:24:17][Train.py][L163][INFO]Epoch[12/100] | Train Loss: 0.322 | Train Accuracy: 86.712% | Test Loss: 0.740 | Test Accuracy: 62.195% | Test AUC:0.6991 | Test Sen:0.4889 | Test Spe:0.7838 | Test F1:0.6220 | Test Recall:0.6220 | Test Precision:0.6220 | Best Test Accuracy: 65.854% | Best Test AUC:0.7141 | Best Test Sensitivity:0.7556 | Best Test Specificity:0.5405 | LR:0.0000797
[2023-08-16 20:24:19][Train.py][L163][INFO]Epoch[13/100] | Train Loss: 0.294 | Train Accuracy: 89.589% | Test Loss: 0.679 | Test Accuracy: 67.073% | Test AUC:0.7003 | Test Sen:0.7333 | Test Spe:0.5946 | Test F1:0.6707 | Test Recall:0.6707 | Test Precision:0.6707 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000781
[2023-08-16 20:24:20][Train.py][L163][INFO]Epoch[14/100] | Train Loss: 0.275 | Train Accuracy: 90.411% | Test Loss: 0.720 | Test Accuracy: 62.195% | Test AUC:0.7051 | Test Sen:0.5556 | Test Spe:0.7027 | Test F1:0.6220 | Test Recall:0.6220 | Test Precision:0.6220 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000766
[2023-08-16 20:24:21][Train.py][L163][INFO]Epoch[15/100] | Train Loss: 0.238 | Train Accuracy: 92.192% | Test Loss: 0.738 | Test Accuracy: 62.195% | Test AUC:0.6955 | Test Sen:0.5556 | Test Spe:0.7027 | Test F1:0.6220 | Test Recall:0.6220 | Test Precision:0.6220 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000750
[2023-08-16 20:24:23][Train.py][L163][INFO]Epoch[16/100] | Train Loss: 0.215 | Train Accuracy: 94.110% | Test Loss: 0.734 | Test Accuracy: 62.195% | Test AUC:0.6847 | Test Sen:0.6000 | Test Spe:0.6486 | Test F1:0.6220 | Test Recall:0.6220 | Test Precision:0.6220 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000735
[2023-08-16 20:24:24][Train.py][L163][INFO]Epoch[17/100] | Train Loss: 0.192 | Train Accuracy: 95.068% | Test Loss: 0.762 | Test Accuracy: 62.195% | Test AUC:0.6895 | Test Sen:0.5778 | Test Spe:0.6757 | Test F1:0.6220 | Test Recall:0.6220 | Test Precision:0.6220 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000720
[2023-08-16 20:24:26][Train.py][L163][INFO]Epoch[18/100] | Train Loss: 0.175 | Train Accuracy: 96.027% | Test Loss: 0.920 | Test Accuracy: 62.195% | Test AUC:0.6925 | Test Sen:0.4889 | Test Spe:0.7838 | Test F1:0.6220 | Test Recall:0.6220 | Test Precision:0.6220 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000705
[2023-08-16 20:24:27][Train.py][L163][INFO]Epoch[19/100] | Train Loss: 0.155 | Train Accuracy: 96.575% | Test Loss: 0.853 | Test Accuracy: 59.756% | Test AUC:0.6817 | Test Sen:0.5111 | Test Spe:0.7027 | Test F1:0.5976 | Test Recall:0.5976 | Test Precision:0.5976 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000690
[2023-08-16 20:24:29][Train.py][L163][INFO]Epoch[20/100] | Train Loss: 0.141 | Train Accuracy: 97.671% | Test Loss: 0.824 | Test Accuracy: 64.634% | Test AUC:0.6835 | Test Sen:0.6444 | Test Spe:0.6486 | Test F1:0.6463 | Test Recall:0.6463 | Test Precision:0.6463 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000676
[2023-08-16 20:24:30][Train.py][L163][INFO]Epoch[21/100] | Train Loss: 0.124 | Train Accuracy: 98.082% | Test Loss: 0.872 | Test Accuracy: 63.415% | Test AUC:0.6871 | Test Sen:0.5778 | Test Spe:0.7027 | Test F1:0.6341 | Test Recall:0.6341 | Test Precision:0.6341 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000662
[2023-08-16 20:24:32][Train.py][L163][INFO]Epoch[22/100] | Train Loss: 0.116 | Train Accuracy: 97.945% | Test Loss: 0.878 | Test Accuracy: 62.195% | Test AUC:0.6829 | Test Sen:0.6000 | Test Spe:0.6486 | Test F1:0.6220 | Test Recall:0.6220 | Test Precision:0.6220 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000648
[2023-08-16 20:24:33][Train.py][L163][INFO]Epoch[23/100] | Train Loss: 0.096 | Train Accuracy: 99.041% | Test Loss: 0.908 | Test Accuracy: 63.415% | Test AUC:0.6853 | Test Sen:0.5778 | Test Spe:0.7027 | Test F1:0.6341 | Test Recall:0.6341 | Test Precision:0.6341 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000634
[2023-08-16 20:24:34][Train.py][L163][INFO]Epoch[24/100] | Train Loss: 0.083 | Train Accuracy: 99.589% | Test Loss: 0.951 | Test Accuracy: 62.195% | Test AUC:0.6817 | Test Sen:0.5556 | Test Spe:0.7027 | Test F1:0.6220 | Test Recall:0.6220 | Test Precision:0.6220 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000620
[2023-08-16 20:24:36][Train.py][L163][INFO]Epoch[25/100] | Train Loss: 0.077 | Train Accuracy: 99.589% | Test Loss: 0.989 | Test Accuracy: 62.195% | Test AUC:0.6931 | Test Sen:0.5556 | Test Spe:0.7027 | Test F1:0.6220 | Test Recall:0.6220 | Test Precision:0.6220 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000606
[2023-08-16 20:24:37][Train.py][L163][INFO]Epoch[26/100] | Train Loss: 0.068 | Train Accuracy: 99.726% | Test Loss: 1.005 | Test Accuracy: 60.976% | Test AUC:0.6805 | Test Sen:0.5333 | Test Spe:0.7027 | Test F1:0.6098 | Test Recall:0.6098 | Test Precision:0.6098 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000593
[2023-08-16 20:24:39][Train.py][L163][INFO]Epoch[27/100] | Train Loss: 0.063 | Train Accuracy: 99.863% | Test Loss: 1.011 | Test Accuracy: 63.415% | Test AUC:0.6865 | Test Sen:0.5778 | Test Spe:0.7027 | Test F1:0.6341 | Test Recall:0.6341 | Test Precision:0.6341 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000580
[2023-08-16 20:24:40][Train.py][L163][INFO]Epoch[28/100] | Train Loss: 0.055 | Train Accuracy: 100.000% | Test Loss: 1.010 | Test Accuracy: 62.195% | Test AUC:0.6841 | Test Sen:0.6000 | Test Spe:0.6486 | Test F1:0.6220 | Test Recall:0.6220 | Test Precision:0.6220 | Best Test Accuracy: 67.073% | Best Test AUC:0.7003 | Best Test Sensitivity:0.7333 | Best Test Specificity:0.5946 | LR:0.0000567
